"id","distributor","invoice","date","isbn","title","author","qty","rrp","disc","lineCost","lineRRP","publisher"
502,"Macmillan Distribution (MDL)",59659574,"20-Aug-24",9781838915902,"The Tantrum","Louie Stowell",1,12.99,45,7.14,12.99,"Little Tiger Press"
503,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781838915582,"Measuring Me","Nicola Kent",1,12.99,45,7.14,12.99,"Little Tiger Press"
504,"Macmillan Distribution (MDL)",54995770,"29-Jan-24",9781838915520,"This Is Owl","Jacqui Lee",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
505,"Macmillan Distribution (MDL)",55300997,"12-Feb-24",9781838915520,"This Is Owl","Jacqui Lee",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
506,"Macmillan Distribution (MDL)",55818457,"03-Mar-24",9781838915520,"This Is Owl","Jacqui Lee",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
507,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781838915520,"This Is Owl","Jacqui Lee",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
508,"Macmillan Distribution (MDL)",61607594,"06-Nov-24",9781838915520,"This Is Owl","Jacqui Lee",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
509,"Macmillan Distribution (MDL)",62281986,"05-Dec-24",9781838915520,"This Is Owl","Jacqui Lee",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
510,"Macmillan Distribution (MDL)",62335679,"08-Dec-24",9781838915506,"When You Joined Our Family","Evans Harriet",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
511,"Macmillan Distribution (MDL)",57019314,"22-Apr-24",9781838915346,"A Midsummer Night*s Drama","Louie Stowell",1,12.99,45,7.14,12.99,"Little Tiger Press"
512,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781838914943,"Who Owns the Woods?","Emily Hibbs",1,12.99,45,7.14,12.99,"Little Tiger Press Group"
513,"Macmillan Distribution (MDL)",54703869,"16-Jan-24",9781838914912,"All Change","Harriet Evans",1,8.99,45,4.94,8.99,"Little Tiger Press"
514,"Macmillan Distribution (MDL)",59814871,"26-Aug-24",9781838914912,"All Change","Harriet Evans",1,8.99,45,4.94,8.99,"Little Tiger Press"
515,"Macmillan Distribution (MDL)",61351972,"24-Oct-24",9781838914912,"All Change","Harriet Evans",1,8.99,45,4.94,8.99,"Little Tiger Press"
516,"Macmillan Distribution (MDL)",54787515,"21-Jan-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
517,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
518,"Macmillan Distribution (MDL)",55730584,"29-Feb-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
519,"Macmillan Distribution (MDL)",57965511,"04-Jun-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
520,"Macmillan Distribution (MDL)",58361237,"19-Jun-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
521,"Macmillan Distribution (MDL)",58803167,"09-Jul-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
522,"Macmillan Distribution (MDL)",60022223,"03-Sep-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
523,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
524,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
525,"Macmillan Distribution (MDL)",62512333,"16-Dec-24",9781838914349,"Under the Same Sky","Britta Teckentrup",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
526,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781838914172,"Boys","Lauren Ace",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
527,"Macmillan Distribution (MDL)",59417171,"06-Aug-24",9781838914172,"Boys","Lauren Ace",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
528,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781838910754,"You are My Happiness","Hegarty Patricia",1,7.99,45,4.39,7.99,"Little Tiger Press Group"
529,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781838910679,"Love Makes a Family","Sophie Beer",1,6.99,45,3.84,6.99,"Little Tiger Press Group"
530,"Macmillan Distribution (MDL)",56076063,"18-Mar-24",9781838910679,"Love Makes a Family","Sophie Beer",1,6.99,45,3.84,6.99,"Little Tiger Press Group"
531,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781838910679,"Love Makes a Family","Sophie Beer",1,6.99,45,3.84,6.99,"Little Tiger Press Group"
532,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781838910679,"Love Makes a Family","Sophie Beer",1,6.99,45,3.84,6.99,"Little Tiger Press Group"
533,"Macmillan Distribution (MDL)",59690579,"21-Aug-24",9781838668426,"Graphic Classics","Phaidon Editors",1,69.95,45,38.47,69.95,"Phaidon Press Limited"
534,"Macmillan Distribution (MDL)",57181499,"28-Apr-24",9781838667863,"Art Book for Children","Gipson Ferren",1,19.95,45,10.97,19.95,"Phaidon Press Limited"
535,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781838667863,"Art Book for Children","Gipson Ferren",1,19.95,45,10.97,19.95,"Phaidon Press Limited"
536,"Macmillan Distribution (MDL)",59020506,"22-Jul-24",9781838667863,"Art Book for Children","Gipson Ferren",1,19.95,45,10.97,19.95,"Phaidon Press Limited"
537,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781838667795,"Tree","Phaidon Editors",2,44.95,45,49.45,89.9,"Phaidon Press Limited"
538,"Macmillan Distribution (MDL)",62139497,"29-Nov-24",9781838667795,"Tree","Phaidon Editors",1,44.95,45,24.72,44.95,"Phaidon Press Limited"
539,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781838667795,"Tree","Phaidon Editors",2,44.95,45,49.45,89.9,"Phaidon Press Limited"
540,"Macmillan Distribution (MDL)",60630754,"26-Sep-24",9781838667702,"World of Flavour","Langholtz Gabrielle",1,24.95,45,13.72,24.95,"Phaidon Press Limited"
541,"Macmillan Distribution (MDL)",61551351,"04-Nov-24",9781838667702,"World of Flavour","Langholtz Gabrielle",1,24.95,45,13.72,24.95,"Phaidon Press Limited"
542,"Macmillan Distribution (MDL)",56036967,"14-Mar-24",9781838667689,"Tulip Garden","Nicholson Polly",1,29.95,45,16.47,29.95,"Phaidon Press Limited"
543,"Macmillan Distribution (MDL)",56904853,"16-Apr-24",9781838667689,"Tulip Garden","Nicholson Polly",1,29.95,45,16.47,29.95,"Phaidon Press Limited"
544,"Macmillan Distribution (MDL)",55954008,"08-Mar-24",9781838667498,"Skateboard","Olivares Jonathan",1,39.95,45,21.97,39.95,"Phaidon Press Limited"
545,"Macmillan Distribution (MDL)",57233928,"30-Apr-24",9781838667498,"Skateboard","Olivares Jonathan",1,39.95,45,21.97,39.95,"Phaidon Press Limited"
546,"Macmillan Distribution (MDL)",59227100,"28-Jul-24",9781838667498,"Skateboard","Olivares Jonathan",1,39.95,45,21.97,39.95,"Phaidon Press Limited"
547,"Macmillan Distribution (MDL)",60172128,"10-Sep-24",9781838667498,"Skateboard","Olivares Jonathan",1,39.95,45,21.97,39.95,"Phaidon Press Limited"
548,"Macmillan Distribution (MDL)",61076823,"14-Oct-24",9781838667498,"Skateboard","Olivares Jonathan",1,39.95,45,21.97,39.95,"Phaidon Press Limited"
549,"Macmillan Distribution (MDL)",56429888,"28-Mar-24",9781838666569,"Motorcycle","Falco Charles. M",1,39.95,45,21.97,39.95,"Phaidon Press Limited"
550,"Macmillan Distribution (MDL)",59371503,"04-Aug-24",9781838666569,"Motorcycle","Falco Charles. M",1,39.95,45,21.97,39.95,"Phaidon Press Limited"
551,"Macmillan Distribution (MDL)",57965511,"04-Jun-24",9781838664251,"Book of Dinosaurs","Brewster Sam",1,16.95,45,9.32,16.95,"Phaidon Press Limited"
552,"Macmillan Distribution (MDL)",60408598,"19-Sep-24",9781838660130,"Silver Spoon for Children","Harriet Russell",1,17.95,45,9.87,17.95,"Phaidon Press Limited"
553,"Macmillan Distribution (MDL)",62512333,"16-Dec-24",9781838660130,"Silver Spoon for Children","Harriet Russell",1,17.95,45,9.87,17.95,"Phaidon Press Limited"
554,"Macmillan Distribution (MDL)",60807522,"02-Oct-24",9781838510503,"Fashion and the Floating World","Anna Jackson",1,35,45,19.25,35,"V&A Publishing"
555,"Macmillan Distribution (MDL)",57145638,"25-Apr-24",9781838510466,"Fragile Beauty","Caston Lydia",1,40,45,22,40,"V&A Publishing"
556,"Macmillan Distribution (MDL)",61108342,"15-Oct-24",9781838510367,"Great Mughals","Susan Stronge",1,40,45,22,40,"V&A Publishing"
557,"Macmillan Distribution (MDL)",62619936,"22-Dec-24",9781838510367,"Great Mughals","Susan Stronge",1,40,45,22,40,"V&A Publishing"
558,"Macmillan Distribution (MDL)",59763479,"22-Aug-24",9781837933532,"Physics of Climate Change The","KraussLawrence M.",1,9.99,50,5,9.99,"Head of Zeus"
559,"Macmillan Distribution (MDL)",60345790,"17-Sep-24",9781837933532,"Physics of Climate Change The","KraussLawrence M.",1,9.99,50,5,9.99,"Head of Zeus"
560,"Macmillan Distribution (MDL)",60349494,"17-Sep-24",9781837933167,"Shadow Creatures","Chris Vick",5,8.99,50,22.48,44.95,"Head of Zeus"
561,"Macmillan Distribution (MDL)",58895762,"15-Jul-24",9781837932726,"Westport","James Comey",8,20,53,75.2,160,"Head of Zeus"
562,"Macmillan Distribution (MDL)",54706310,"16-Jan-24",9781837932696,"Central Park West","James Comey",3,9.99,50,14.99,29.97,"Head of Zeus"
563,"Macmillan Distribution (MDL)",55275895,"11-Feb-24",9781837932696,"Central Park West","James Comey",1,9.99,50,5,9.99,"Head of Zeus"
564,"Macmillan Distribution (MDL)",55461915,"20-Feb-24",9781837932696,"Central Park West","James Comey",3,9.99,50,14.99,29.97,"Head of Zeus"
565,"Macmillan Distribution (MDL)",58895762,"15-Jul-24",9781837932696,"Central Park West","James Comey",8,9.99,53,37.56,79.92,"Head of Zeus"
566,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781837932696,"Central Park West","James Comey",1,9.99,50,5,9.99,"Head of Zeus"
567,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781837931767,"Beating Heart","ChoudhuryRobin",1,35,50,17.5,35,"Head of Zeus"
568,"Macmillan Distribution (MDL)",54706310,"16-Jan-24",9781837931231,"Carmen and Grace","AquinoMelissa Coss",3,9.99,50,14.99,29.97,"Head of Zeus"
569,"Macmillan Distribution (MDL)",59763479,"22-Aug-24",9781837930166,"Pure Wit","PeacockFrancesca",1,10.99,50,5.5,10.99,"Head of Zeus"
570,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781837930166,"Pure Wit","PeacockFrancesca",1,10.99,50,5.5,10.99,"Head of Zeus"
571,"Macmillan Distribution (MDL)",61496849,"31-Oct-24",9781837930166,"Pure Wit","PeacockFrancesca",1,10.99,50,5.5,10.99,"Head of Zeus"
572,"Macmillan Distribution (MDL)",61607594,"06-Nov-24",9781837930166,"Pure Wit","PeacockFrancesca",1,10.99,50,5.5,10.99,"Head of Zeus"
573,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781837930081,"Man-Man and the Tree of Memories","Yaba Badoe",2,12,50,12,24,"Head of Zeus"
574,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781837840755,"Compound Fracture","White Andrew Joseph",2,9.99,50,9.99,19.98,"Titan Books Limited"
575,"Macmillan Distribution (MDL)",60345790,"17-Sep-24",9781837840755,"Compound Fracture","White Andrew Joseph",1,9.99,50,5,9.99,"Titan Books Limited"
576,"Macmillan Distribution (MDL)",60664187,"29-Sep-24",9781837840724,"The Spirit Bares Its Teeth","Andrew Joseph White",1,9.99,50,5,9.99,"Titan Books Limited"
577,"Macmillan Distribution (MDL)",61351972,"24-Oct-24",9781837840724,"The Spirit Bares Its Teeth","Andrew Joseph White",1,9.99,50,5,9.99,"Titan Books Limited"
578,"Macmillan Distribution (MDL)",59994519,"02-Sep-24",9781837840618,"A Dark and Drowning Tide","Saft Allison",2,19.99,50,19.99,39.98,"Titan Books Limited"
579,"Macmillan Distribution (MDL)",59994519,"02-Sep-24",9781837840618,"A Dark and Drowning Tide","Saft Allison",3,19.99,50,29.99,59.97,"Titan Books Limited"
580,"Macmillan Distribution (MDL)",60378850,"18-Sep-24",9781837840618,"A Dark and Drowning Tide","Saft Allison",2,19.99,50,19.99,39.98,"Titan Books Limited"
581,"Macmillan Distribution (MDL)",61242936,"22-Oct-24",9781837840618,"A Dark and Drowning Tide","Saft Allison",15,19.99,50,149.93,299.85,"Titan Books Limited"
582,"Macmillan Distribution (MDL)",61670032,"10-Nov-24",9781837840571,"The Whispering Night","Dennard Susan",1,9.99,50,5,9.99,"undefined"
583,"Macmillan Distribution (MDL)",61931715,"21-Nov-24",9781837840571,"The Whispering Night","Dennard Susan",1,9.99,50,5,9.99,"undefined"
584,"Macmillan Distribution (MDL)",61167136,"17-Oct-24",9781837840106,"The Sun and the Void","Romero Lacruz Gabriela",2,9.99,50,9.99,19.98,"Titan Books Limited"
585,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781837840106,"The Sun and the Void","Romero Lacruz Gabriela",2,9.99,50,9.99,19.98,"Titan Books Limited"
586,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781837840007,"The Luminaries","Dennard Susan",1,8.99,50,4.5,8.99,"Titan Books Limited"
587,"Macmillan Distribution (MDL)",56474883,"01-Apr-24",9781837840007,"The Luminaries","Dennard Susan",1,8.99,50,4.5,8.99,"Titan Books Limited"
588,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781837840007,"The Luminaries","Dennard Susan",1,8.99,50,4.5,8.99,"Titan Books Limited"
589,"Macmillan Distribution (MDL)",61242936,"22-Oct-24",9781837831975,"Brain Brilliance","Lucinda Miller",1,24,46,12.96,24,"Quadrille Publishing, Limited"
590,"Macmillan Distribution (MDL)",61242936,"22-Oct-24",9781837831975,"Brain Brilliance","Lucinda Miller",1,24,46,12.96,24,"Quadrille Publishing, Limited"
591,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781837831975,"Brain Brilliance","Lucinda Miller",1,24,46,12.96,24,"Quadrille Publishing, Limited"
592,"Macmillan Distribution (MDL)",60096146,"08-Sep-24",9781837831906,"Woven","N'Diaye Tabara",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
593,"Macmillan Distribution (MDL)",56151928,"20-Mar-24",9781837831715,"Weaving","Maddocks Mary",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
594,"Macmillan Distribution (MDL)",56616394,"07-Apr-24",9781837831449,"Cookies & Crumbs","Hengstenberg Kaja",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
595,"Macmillan Distribution (MDL)",56846020,"14-Apr-24",9781837831449,"Cookies & Crumbs","Hengstenberg Kaja",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
596,"Macmillan Distribution (MDL)",61496849,"31-Oct-24",9781837831449,"Cookies & Crumbs","Hengstenberg Kaja",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
597,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781837831418,"Second Helpings","Quinn Sue",1,18.99,46,10.25,18.99,"Quadrille Publishing, Limited"
598,"Macmillan Distribution (MDL)",56076063,"18-Mar-24",9781837831418,"Second Helpings","Quinn Sue",1,18.99,46,10.25,18.99,"Quadrille Publishing, Limited"
599,"Macmillan Distribution (MDL)",55818457,"03-Mar-24",9781837830763,"Sewing the Curve","Rushmore Jenny",1,32,46,17.28,32,"Quadrille Publishing, Limited"
600,"Macmillan Distribution (MDL)",62566565,"18-Dec-24",9781837830763,"Sewing the Curve","Rushmore Jenny",1,32,46,17.28,32,"Quadrille Publishing, Limited"
601,"Macmillan Distribution (MDL)",54860107,"01-Feb-24",9781837830732,"Visible Mending","Khounnoraj Arounna",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
602,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781837830732,"Visible Mending","Khounnoraj Arounna",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
603,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781837830732,"Visible Mending","Khounnoraj Arounna",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
604,"Macmillan Distribution (MDL)",57899462,"31-May-24",9781837830732,"Visible Mending","Khounnoraj Arounna",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
605,"Macmillan Distribution (MDL)",59250234,"29-Jul-24",9781837830732,"Visible Mending","Khounnoraj Arounna",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
606,"Macmillan Distribution (MDL)",61858392,"19-Nov-24",9781837830732,"Visible Mending","Khounnoraj Arounna",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
607,"Macmillan Distribution (MDL)",57999149,"05-Jun-24",9781837830541,"Vegetables","Diacono Mark",1,27,46,14.58,27,"Quadrille Publishing, Limited"
608,"Macmillan Distribution (MDL)",62281986,"05-Dec-24",9781837830541,"Vegetables","Diacono Mark",1,27,46,14.58,27,"Quadrille Publishing, Limited"
609,"Macmillan Distribution (MDL)",62512333,"16-Dec-24",9781837830541,"Vegetables","Diacono Mark",1,27,46,14.58,27,"Quadrille Publishing, Limited"
610,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781837830282,"Colour Confidence","Sowerby Jessica",1,16.99,46,9.17,16.99,"Quadrille Publishing, Limited"
611,"Macmillan Distribution (MDL)",59448751,"07-Aug-24",9781835412428,"Pay the Piper","A. Romero George",2,9.99,50,9.99,19.98,"Titan Books Limited"
612,"Macmillan Distribution (MDL)",60378850,"18-Sep-24",9781835412428,"Pay the Piper","A. Romero George",1,9.99,50,5,9.99,"Titan Books Limited"
613,"Macmillan Distribution (MDL)",62139497,"29-Nov-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",1,45,50,22.5,45,"undefined"
614,"Macmillan Distribution (MDL)",62139497,"29-Nov-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",1,45,50,22.5,45,"undefined"
615,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",2,45,50,45,90,"undefined"
616,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",1,45,50,22.5,45,"undefined"
617,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",1,45,50,22.5,45,"undefined"
618,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",1,45,50,22.5,45,"undefined"
619,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",1,45,50,22.5,45,"undefined"
620,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",3,45,50,67.5,135,"undefined"
621,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781835411711,"Art and Making of Arcane","Elisabeth Vincentelli",1,45,50,22.5,45,"undefined"
622,"Macmillan Distribution (MDL)",60144744,"09-Sep-24",9781835410486,"SECRET DEAD MEN","SWIERCZYNSKI  DUANE",3,9.99,50,14.99,29.97,"Titan Books Limited"
623,"Macmillan Distribution (MDL)",58505425,"25-Jun-24",9781835410288,"I Was a Teenage Slasher","Graham Jones Stephen",2,9.99,50,9.99,19.98,"Titan Books Limited"
624,"Macmillan Distribution (MDL)",58747038,"07-Jul-24",9781835410288,"I Was a Teenage Slasher","Graham Jones Stephen",2,9.99,50,9.99,19.98,"Titan Books Limited"
625,"Macmillan Distribution (MDL)",59300789,"30-Jul-24",9781835410288,"I Was a Teenage Slasher","Graham Jones Stephen",3,9.99,50,14.99,29.97,"Titan Books Limited"
626,"Macmillan Distribution (MDL)",60345790,"17-Sep-24",9781835410288,"I Was a Teenage Slasher","Graham Jones Stephen",1,9.99,50,5,9.99,"Titan Books Limited"
627,"Macmillan Distribution (MDL)",61191134,"20-Oct-24",9781835290606,"RG Jordan","Guides Rough",1,16.99,35,11.04,16.99,"APA Digital AG"
628,"Macmillan Distribution (MDL)",61134297,"16-Oct-24",9781835290538,"RG Germany","Guides Rough",1,18.99,35,12.34,18.99,"APA Digital AG"
629,"Macmillan Distribution (MDL)",59826640,"27-Aug-24",9781835290415,"RG Great Britain","Guides Rough",1,19.99,35,12.99,19.99,"APA Digital AG"
630,"Macmillan Distribution (MDL)",59592321,"15-Aug-24",9781835290149,"RG Slow Travel in Europe","Guides Rough",1,19.99,35,12.99,19.99,"APA Digital AG"
631,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781835290118,"RG Rewilding in Britain","Guides Rough",1,16.99,35,11.04,16.99,"APA Digital AG"
632,"Macmillan Distribution (MDL)",61607594,"06-Nov-24",9781805260974,"Islamesque","Darke Diana",1,25,30,17.5,25,"undefined"
633,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781804549827,"Well of Saint Nobody","",3,9.99,50,14.99,29.97,"Head of Zeus"
634,"Macmillan Distribution (MDL)",60345790,"17-Sep-24",9781804549827,"Well of Saint Nobody","",1,9.99,50,5,9.99,"Head of Zeus"
635,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781804549377,"This Time No Mistakes","HuttonWill",2,25,50,25,50,"Head of Zeus"
636,"Macmillan Distribution (MDL)",56885638,"15-Apr-24",9781804549377,"This Time No Mistakes","HuttonWill",1,25,50,12.5,25,"Head of Zeus"
637,"Macmillan Distribution (MDL)",54485411,"02-Jan-24",9781804549209,"Zero Kill","HillM.K.",2,9.99,50,9.99,19.98,"Head of Zeus"
638,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781804549209,"Zero Kill","HillM.K.",3,9.99,50,14.99,29.97,"Head of Zeus"
639,"Macmillan Distribution (MDL)",59659574,"20-Aug-24",9781804549186,"BV:Bridget Vanderpuff and the Monst","StewartMartin",1,7.99,50,4,7.99,"Head of Zeus"
640,"Macmillan Distribution (MDL)",54560472,"08-Jan-24",9781804548912,"Should I Fall","ShepherdScott",1,9.99,50,5,9.99,"Head of Zeus"
641,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781804548592,"Dark Frontier","Matthew Harffy",1,20,50,10,20,"Head of Zeus"
642,"Macmillan Distribution (MDL)",54960446,"01-Feb-24",9781804548455,"Book of Love","Kelly Link",2,22,50,22,44,"Head of Zeus"
643,"Macmillan Distribution (MDL)",55896725,"06-Mar-24",9781804548455,"Book of Love","Kelly Link",1,22,50,11,22,"Head of Zeus"
644,"Macmillan Distribution (MDL)",57019314,"22-Apr-24",9781804548455,"Book of Love","Kelly Link",1,22,50,11,22,"Head of Zeus"
645,"Macmillan Distribution (MDL)",55730584,"29-Feb-24",9781804548363,"LBGC:Little Board Game Cafe","PageJennifer",1,9.99,50,5,9.99,"Head of Zeus"
646,"Macmillan Distribution (MDL)",59763479,"22-Aug-24",9781804548226,"Hubris","HaslamJonathan",1,27.99,50,14,27.99,"Head of Zeus"
647,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781804548141,"Everything is Not Enough","AkerstromLola Akinmade",2,9.99,50,9.99,19.98,"Head of Zeus"
648,"Macmillan Distribution (MDL)",60345790,"17-Sep-24",9781804548141,"Everything is Not Enough","AkerstromLola Akinmade",1,9.99,50,5,9.99,"Head of Zeus"
649,"Macmillan Distribution (MDL)",54603236,"10-Jan-24",9781804547373,"HZA:Dinner Table","YoungKate",2,25,50,25,50,"Head of Zeus"
650,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781804547373,"HZA:Dinner Table","YoungKate",1,25,50,12.5,25,"Head of Zeus"
651,"Macmillan Distribution (MDL)",57771873,"26-May-24",9781804546239,"Black Crescent The","JohnsonJane",3,9.99,50,14.99,29.97,"Head of Zeus"
652,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781804546239,"Black Crescent The","JohnsonJane",1,9.99,50,5,9.99,"Head of Zeus"
653,"Macmillan Distribution (MDL)",54560472,"08-Jan-24",9781804545577,"Shield Maiden","EmmerichsSharon",1,9.99,50,5,9.99,"Head of Zeus"
654,"Macmillan Distribution (MDL)",54787515,"21-Jan-24",9781804545577,"Shield Maiden","EmmerichsSharon",1,9.99,50,5,9.99,"Head of Zeus"
655,"Macmillan Distribution (MDL)",54995770,"29-Jan-24",9781804545577,"Shield Maiden","EmmerichsSharon",2,9.99,50,9.99,19.98,"Head of Zeus"
656,"Macmillan Distribution (MDL)",62566565,"18-Dec-24",9781804545577,"Shield Maiden","EmmerichsSharon",1,9.99,50,5,9.99,"Head of Zeus"
657,"Macmillan Distribution (MDL)",57145638,"25-Apr-24",9781804545485,"Destiny of Minou Moonshine The","RalleighGita",2,8.99,50,8.99,17.98,"Head of Zeus"
658,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781804545447,"Tiger Work","OkriBen",1,9.99,50,5,9.99,"Head of Zeus"
659,"Macmillan Distribution (MDL)",57771873,"26-May-24",9781804544327,"Crack in Everything","ChownMarcus",2,20,50,20,40,"Head of Zeus"
660,"Macmillan Distribution (MDL)",57771873,"26-May-24",9781804543481,"Adama","TidharLavie",2,9.99,50,9.99,19.98,"Head of Zeus"
661,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781804543481,"Adama","TidharLavie",1,9.99,50,5,9.99,"Head of Zeus"
662,"Macmillan Distribution (MDL)",54458082,"01-Jan-24",9781804543382,"Inequality of Wealth","",1,20,50,10,20,"Head of Zeus"
663,"Macmillan Distribution (MDL)",54458082,"01-Jan-24",9781804543382,"Inequality of Wealth","",1,20,50,10,20,"Head of Zeus"
664,"Macmillan Distribution (MDL)",55896725,"06-Mar-24",9781804543382,"Inequality of Wealth","",1,20,50,10,20,"Head of Zeus"
665,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781804543382,"Inequality of Wealth","",1,20,50,10,20,"Head of Zeus"
666,"Macmillan Distribution (MDL)",54560472,"08-Jan-24",9781804542743,"Zemindar","FitzgeraldValerie",1,12.99,50,6.5,12.99,"Head of Zeus"
667,"Macmillan Distribution (MDL)",55896725,"06-Mar-24",9781804542743,"Zemindar","FitzgeraldValerie",1,12.99,50,6.5,12.99,"Head of Zeus"
668,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781804542743,"Zemindar","FitzgeraldValerie",1,12.99,50,6.5,12.99,"Head of Zeus"
669,"Macmillan Distribution (MDL)",59763479,"22-Aug-24",9781804541937,"Henry V","JonesDan",2,25,50,25,50,"Head of Zeus"
670,"Macmillan Distribution (MDL)",59814871,"26-Aug-24",9781804541937,"Henry V","JonesDan",1,25,50,12.5,25,"Head of Zeus"
671,"Macmillan Distribution (MDL)",60235073,"12-Sep-24",9781804541937,"Henry V","JonesDan",1,25,50,12.5,25,"Head of Zeus"
672,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781804541937,"Henry V","JonesDan",1,25,50,12.5,25,"Head of Zeus"
673,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781804541937,"Henry V","JonesDan",1,25,50,12.5,25,"Head of Zeus"
